query	KEGG_Pathway
Cvig_XP_022329842.1	map04713
Cvig_XP_022329842.1	map04925
Cvig_XP_022329842.1	map04927
Cvig_XP_022329842.1	map04934
Cvig_XP_022329843.1	ko00130
Cvig_XP_022329843.1	ko00360
Cvig_XP_022329843.1	ko00940
Cvig_XP_022329843.1	ko01100
Cvig_XP_022329843.1	ko01110
Cvig_XP_022329843.1	map00130
Cvig_XP_022329843.1	map00360
Cvig_XP_022329843.1	map00940
Cvig_XP_022329843.1	map01100
Cvig_XP_022329843.1	map01110
Cvig_XP_022329845.1	ko04142
Cvig_XP_022329845.1	ko04612
Cvig_XP_022329845.1	map04142
Cvig_XP_022329845.1	map04612
Cvig_XP_022329858.1	ko00630
Cvig_XP_022329858.1	ko00650
Cvig_XP_022329858.1	ko01120
Cvig_XP_022329858.1	ko01200
Cvig_XP_022329858.1	ko03013
Cvig_XP_022329858.1	map00630
Cvig_XP_022329858.1	map00650
Cvig_XP_022329858.1	map01120
Cvig_XP_022329858.1	map01200
Cvig_XP_022329858.1	map03013
Cvig_XP_022329873.1	ko04020
Cvig_XP_022329873.1	ko04024
Cvig_XP_022329873.1	ko04260
Cvig_XP_022329873.1	ko04261
Cvig_XP_022329873.1	ko04371
Cvig_XP_022329873.1	ko04713
Cvig_XP_022329873.1	ko04730
Cvig_XP_022329873.1	ko04911
Cvig_XP_022329873.1	ko04921
Cvig_XP_022329873.1	ko04970
Cvig_XP_022329873.1	ko04972
Cvig_XP_022329873.1	ko05010
Cvig_XP_022329873.1	ko05410
Cvig_XP_022329873.1	ko05412
Cvig_XP_022329873.1	ko05414
Cvig_XP_022329873.1	map04020
Cvig_XP_022329873.1	map04024
Cvig_XP_022329873.1	map04260
Cvig_XP_022329873.1	map04261
Cvig_XP_022329873.1	map04371
Cvig_XP_022329873.1	map04713
Cvig_XP_022329873.1	map04730
Cvig_XP_022329873.1	map04911
Cvig_XP_022329873.1	map04921
Cvig_XP_022329873.1	map04970
Cvig_XP_022329873.1	map04972
Cvig_XP_022329873.1	map05010
Cvig_XP_022329873.1	map05410
Cvig_XP_022329873.1	map05412
Cvig_XP_022329873.1	map05414
Cvig_XP_022329874.1	ko04020
Cvig_XP_022329874.1	ko04024
Cvig_XP_022329874.1	ko04260
Cvig_XP_022329874.1	ko04261
Cvig_XP_022329874.1	ko04371
Cvig_XP_022329874.1	ko04713
Cvig_XP_022329874.1	ko04730
Cvig_XP_022329874.1	ko04911
Cvig_XP_022329874.1	ko04921
Cvig_XP_022329874.1	ko04970
Cvig_XP_022329874.1	ko04972
Cvig_XP_022329874.1	ko05010
Cvig_XP_022329874.1	ko05410
Cvig_XP_022329874.1	ko05412
Cvig_XP_022329874.1	ko05414
Cvig_XP_022329874.1	map04020
Cvig_XP_022329874.1	map04024
Cvig_XP_022329874.1	map04260
Cvig_XP_022329874.1	map04261
Cvig_XP_022329874.1	map04371
Cvig_XP_022329874.1	map04713
Cvig_XP_022329874.1	map04730
Cvig_XP_022329874.1	map04911
Cvig_XP_022329874.1	map04921
Cvig_XP_022329874.1	map04970
Cvig_XP_022329874.1	map04972
Cvig_XP_022329874.1	map05010
Cvig_XP_022329874.1	map05410
Cvig_XP_022329874.1	map05412
Cvig_XP_022329874.1	map05414
Cvig_XP_022329894.1	ko04320
Cvig_XP_022329894.1	map04320
Cvig_XP_022329895.1	ko04320
Cvig_XP_022329895.1	map04320
Cvig_XP_022329896.1	ko04110
Cvig_XP_022329896.1	ko04111
Cvig_XP_022329896.1	ko04113
Cvig_XP_022329896.1	ko04114
Cvig_XP_022329896.1	map04110
Cvig_XP_022329896.1	map04111
Cvig_XP_022329896.1	map04113
Cvig_XP_022329896.1	map04114
Cvig_XP_022329897.1	ko04320
Cvig_XP_022329897.1	map04320
Cvig_XP_022329898.1	ko04320
Cvig_XP_022329898.1	map04320
Cvig_XP_022329902.1	ko04120
Cvig_XP_022329902.1	map04120
Cvig_XP_022329903.1	ko04120
Cvig_XP_022329903.1	map04120
Cvig_XP_022329906.1	ko04010
Cvig_XP_022329906.1	ko04013
Cvig_XP_022329906.1	ko04022
Cvig_XP_022329906.1	ko04371
Cvig_XP_022329906.1	ko04921
Cvig_XP_022329906.1	ko05202
Cvig_XP_022329906.1	ko05418
Cvig_XP_022329906.1	map04010
Cvig_XP_022329906.1	map04013
Cvig_XP_022329906.1	map04022
Cvig_XP_022329906.1	map04371
Cvig_XP_022329906.1	map04921
Cvig_XP_022329906.1	map05202
Cvig_XP_022329906.1	map05418
Cvig_XP_022329907.1	ko04010
Cvig_XP_022329907.1	ko04013
Cvig_XP_022329907.1	ko04022
Cvig_XP_022329907.1	ko04371
Cvig_XP_022329907.1	ko04921
Cvig_XP_022329907.1	ko05202
Cvig_XP_022329907.1	ko05418
Cvig_XP_022329907.1	map04010
Cvig_XP_022329907.1	map04013
Cvig_XP_022329907.1	map04022
Cvig_XP_022329907.1	map04371
Cvig_XP_022329907.1	map04921
Cvig_XP_022329907.1	map05202
Cvig_XP_022329907.1	map05418
Cvig_XP_022329908.1	ko04010
Cvig_XP_022329908.1	ko04013
Cvig_XP_022329908.1	ko04022
Cvig_XP_022329908.1	ko04371
Cvig_XP_022329908.1	ko04921
Cvig_XP_022329908.1	ko05202
Cvig_XP_022329908.1	ko05418
Cvig_XP_022329908.1	map04010
Cvig_XP_022329908.1	map04013
Cvig_XP_022329908.1	map04022
Cvig_XP_022329908.1	map04371
Cvig_XP_022329908.1	map04921
Cvig_XP_022329908.1	map05202
Cvig_XP_022329908.1	map05418
Cvig_XP_022329909.1	ko04010
Cvig_XP_022329909.1	ko04013
Cvig_XP_022329909.1	ko04022
Cvig_XP_022329909.1	ko04371
Cvig_XP_022329909.1	ko04921
Cvig_XP_022329909.1	ko05202
Cvig_XP_022329909.1	ko05418
Cvig_XP_022329909.1	map04010
Cvig_XP_022329909.1	map04013
Cvig_XP_022329909.1	map04022
Cvig_XP_022329909.1	map04371
Cvig_XP_022329909.1	map04921
Cvig_XP_022329909.1	map05202
Cvig_XP_022329909.1	map05418
Cvig_XP_022329910.1	ko04010
Cvig_XP_022329910.1	ko04013
Cvig_XP_022329910.1	ko04022
Cvig_XP_022329910.1	ko04371
Cvig_XP_022329910.1	ko04921
Cvig_XP_022329910.1	ko05202
Cvig_XP_022329910.1	ko05418
Cvig_XP_022329910.1	map04010
Cvig_XP_022329910.1	map04013
Cvig_XP_022329910.1	map04022
Cvig_XP_022329910.1	map04371
Cvig_XP_022329910.1	map04921
Cvig_XP_022329910.1	map05202
Cvig_XP_022329910.1	map05418
Cvig_XP_022329911.1	ko04010
Cvig_XP_022329911.1	ko04013
Cvig_XP_022329911.1	ko04022
Cvig_XP_022329911.1	ko04371
Cvig_XP_022329911.1	ko04921
Cvig_XP_022329911.1	ko05202
Cvig_XP_022329911.1	ko05418
Cvig_XP_022329911.1	map04010
Cvig_XP_022329911.1	map04013
Cvig_XP_022329911.1	map04022
Cvig_XP_022329911.1	map04371
Cvig_XP_022329911.1	map04921
Cvig_XP_022329911.1	map05202
Cvig_XP_022329911.1	map05418
Cvig_XP_022329912.1	ko04010
Cvig_XP_022329912.1	ko04013
Cvig_XP_022329912.1	ko04022
Cvig_XP_022329912.1	ko04371
Cvig_XP_022329912.1	ko04921
Cvig_XP_022329912.1	ko05202
Cvig_XP_022329912.1	ko05418
Cvig_XP_022329912.1	map04010
Cvig_XP_022329912.1	map04013
Cvig_XP_022329912.1	map04022
Cvig_XP_022329912.1	map04371
Cvig_XP_022329912.1	map04921
Cvig_XP_022329912.1	map05202
Cvig_XP_022329912.1	map05418
Cvig_XP_022329913.1	ko04141
Cvig_XP_022329913.1	ko04612
Cvig_XP_022329913.1	map04141
Cvig_XP_022329913.1	map04612
Cvig_XP_022329914.1	ko04141
Cvig_XP_022329914.1	ko04612
Cvig_XP_022329914.1	map04141
Cvig_XP_022329914.1	map04612
Cvig_XP_022329915.1	ko04010
Cvig_XP_022329915.1	ko04013
Cvig_XP_022329915.1	ko04022
Cvig_XP_022329915.1	ko04371
Cvig_XP_022329915.1	ko04921
Cvig_XP_022329915.1	ko05202
Cvig_XP_022329915.1	ko05418
Cvig_XP_022329915.1	map04010
Cvig_XP_022329915.1	map04013
Cvig_XP_022329915.1	map04022
Cvig_XP_022329915.1	map04371
Cvig_XP_022329915.1	map04921
Cvig_XP_022329915.1	map05202
Cvig_XP_022329915.1	map05418
Cvig_XP_022329916.1	ko04010
Cvig_XP_022329916.1	ko04013
Cvig_XP_022329916.1	ko04022
Cvig_XP_022329916.1	ko04371
Cvig_XP_022329916.1	ko04921
Cvig_XP_022329916.1	ko05202
Cvig_XP_022329916.1	ko05418
Cvig_XP_022329916.1	map04010
Cvig_XP_022329916.1	map04013
Cvig_XP_022329916.1	map04022
Cvig_XP_022329916.1	map04371
Cvig_XP_022329916.1	map04921
Cvig_XP_022329916.1	map05202
Cvig_XP_022329916.1	map05418
Cvig_XP_022329917.1	ko04010
Cvig_XP_022329917.1	ko04013
Cvig_XP_022329917.1	ko04022
Cvig_XP_022329917.1	ko04371
Cvig_XP_022329917.1	ko04921
Cvig_XP_022329917.1	ko05202
Cvig_XP_022329917.1	ko05418
Cvig_XP_022329917.1	map04010
Cvig_XP_022329917.1	map04013
Cvig_XP_022329917.1	map04022
Cvig_XP_022329917.1	map04371
Cvig_XP_022329917.1	map04921
Cvig_XP_022329917.1	map05202
Cvig_XP_022329917.1	map05418
Cvig_XP_022329918.1	ko04010
Cvig_XP_022329918.1	ko04013
Cvig_XP_022329918.1	ko04022
Cvig_XP_022329918.1	ko04371
Cvig_XP_022329918.1	ko04921
Cvig_XP_022329918.1	ko05202
Cvig_XP_022329918.1	ko05418
Cvig_XP_022329918.1	map04010
Cvig_XP_022329918.1	map04013
Cvig_XP_022329918.1	map04022
Cvig_XP_022329918.1	map04371
Cvig_XP_022329918.1	map04921
Cvig_XP_022329918.1	map05202
Cvig_XP_022329918.1	map05418
Cvig_XP_022329919.1	ko04010
Cvig_XP_022329919.1	ko04013
Cvig_XP_022329919.1	ko04022
Cvig_XP_022329919.1	ko04371
Cvig_XP_022329919.1	ko04921
Cvig_XP_022329919.1	ko05202
Cvig_XP_022329919.1	ko05418
Cvig_XP_022329919.1	map04010
Cvig_XP_022329919.1	map04013
Cvig_XP_022329919.1	map04022
Cvig_XP_022329919.1	map04371
Cvig_XP_022329919.1	map04921
Cvig_XP_022329919.1	map05202
Cvig_XP_022329919.1	map05418
Cvig_XP_022329920.1	ko04010
Cvig_XP_022329920.1	ko04013
Cvig_XP_022329920.1	ko04022
Cvig_XP_022329920.1	ko04371
Cvig_XP_022329920.1	ko04921
Cvig_XP_022329920.1	ko05202
Cvig_XP_022329920.1	ko05418
Cvig_XP_022329920.1	map04010
Cvig_XP_022329920.1	map04013
Cvig_XP_022329920.1	map04022
Cvig_XP_022329920.1	map04371
Cvig_XP_022329920.1	map04921
Cvig_XP_022329920.1	map05202
Cvig_XP_022329920.1	map05418
Cvig_XP_022329921.1	ko04010
Cvig_XP_022329921.1	ko04013
Cvig_XP_022329921.1	ko04022
Cvig_XP_022329921.1	ko04371
Cvig_XP_022329921.1	ko04921
Cvig_XP_022329921.1	ko05202
Cvig_XP_022329921.1	ko05418
Cvig_XP_022329921.1	map04010
Cvig_XP_022329921.1	map04013
Cvig_XP_022329921.1	map04022
Cvig_XP_022329921.1	map04371
Cvig_XP_022329921.1	map04921
Cvig_XP_022329921.1	map05202
Cvig_XP_022329921.1	map05418
Cvig_XP_022329936.1	ko04142
Cvig_XP_022329936.1	ko04612
Cvig_XP_022329936.1	map04142
Cvig_XP_022329936.1	map04612
Cvig_XP_022329939.1	ko04659
Cvig_XP_022329939.1	ko04710
Cvig_XP_022329939.1	ko05321
Cvig_XP_022329939.1	map04659
Cvig_XP_022329939.1	map04710
Cvig_XP_022329939.1	map05321
Cvig_XP_022329940.1	ko04659
Cvig_XP_022329940.1	ko04710
Cvig_XP_022329940.1	ko05321
Cvig_XP_022329940.1	map04659
Cvig_XP_022329940.1	map04710
Cvig_XP_022329940.1	map05321
Cvig_XP_022329943.1	ko05202
Cvig_XP_022329943.1	map05202
Cvig_XP_022329944.1	ko05202
Cvig_XP_022329944.1	map05202
Cvig_XP_022329949.1	ko00860
Cvig_XP_022329949.1	map00860
Cvig_XP_022329950.1	ko00190
Cvig_XP_022329950.1	ko01100
Cvig_XP_022329950.1	ko04714
Cvig_XP_022329950.1	ko04723
Cvig_XP_022329950.1	ko04932
Cvig_XP_022329950.1	ko05010
Cvig_XP_022329950.1	ko05012
Cvig_XP_022329950.1	ko05016
Cvig_XP_022329950.1	map00190
Cvig_XP_022329950.1	map01100
Cvig_XP_022329950.1	map04714
Cvig_XP_022329950.1	map04723
Cvig_XP_022329950.1	map04932
Cvig_XP_022329950.1	map05010
Cvig_XP_022329950.1	map05012
Cvig_XP_022329950.1	map05016
Cvig_XP_022329952.1	ko04120
Cvig_XP_022329952.1	ko04630
Cvig_XP_022329952.1	ko05160
Cvig_XP_022329952.1	map04120
Cvig_XP_022329952.1	map04630
Cvig_XP_022329952.1	map05160
Cvig_XP_022329956.1	ko00590
Cvig_XP_022329956.1	ko00591
Cvig_XP_022329956.1	ko01100
Cvig_XP_022329956.1	ko04212
Cvig_XP_022329956.1	ko04726
Cvig_XP_022329956.1	ko04750
Cvig_XP_022329956.1	ko04913
Cvig_XP_022329956.1	map00590
Cvig_XP_022329956.1	map00591
Cvig_XP_022329956.1	map01100
Cvig_XP_022329956.1	map04212
Cvig_XP_022329956.1	map04726
Cvig_XP_022329956.1	map04750
Cvig_XP_022329956.1	map04913
Cvig_XP_022329959.1	ko04144
Cvig_XP_022329959.1	map04144
Cvig_XP_022329960.1	ko04144
Cvig_XP_022329960.1	map04144
Cvig_XP_022329961.1	ko00100
Cvig_XP_022329961.1	ko00140
Cvig_XP_022329961.1	ko00590
Cvig_XP_022329961.1	ko00591
Cvig_XP_022329961.1	ko01100
Cvig_XP_022329961.1	ko04212
Cvig_XP_022329961.1	ko04726
Cvig_XP_022329961.1	ko04750
Cvig_XP_022329961.1	ko04913
Cvig_XP_022329961.1	map00100
Cvig_XP_022329961.1	map00140
Cvig_XP_022329961.1	map00590
Cvig_XP_022329961.1	map00591
Cvig_XP_022329961.1	map01100
Cvig_XP_022329961.1	map04212
Cvig_XP_022329961.1	map04726
Cvig_XP_022329961.1	map04750
Cvig_XP_022329961.1	map04913
Cvig_XP_022329965.1	ko04020
Cvig_XP_022329965.1	ko04080
Cvig_XP_022329965.1	ko04971
Cvig_XP_022329965.1	map04020
Cvig_XP_022329965.1	map04080
Cvig_XP_022329965.1	map04971
Cvig_XP_022329966.1	ko03010
Cvig_XP_022329966.1	map03010
Cvig_XP_022329967.1	ko04340
Cvig_XP_022329967.1	ko04341
Cvig_XP_022329967.1	map04340
Cvig_XP_022329967.1	map04341
Cvig_XP_022329968.1	ko04340
Cvig_XP_022329968.1	ko04341
Cvig_XP_022329968.1	map04340
Cvig_XP_022329968.1	map04341
Cvig_XP_022329969.1	ko04340
Cvig_XP_022329969.1	ko04341
Cvig_XP_022329969.1	map04340
Cvig_XP_022329969.1	map04341
Cvig_XP_022329970.1	ko04340
Cvig_XP_022329970.1	ko04341
Cvig_XP_022329970.1	map04340
Cvig_XP_022329970.1	map04341
Cvig_XP_022329971.1	ko04340
Cvig_XP_022329971.1	ko04341
Cvig_XP_022329971.1	map04340
Cvig_XP_022329971.1	map04341
Cvig_XP_022329972.1	ko04340
Cvig_XP_022329972.1	ko04341
Cvig_XP_022329972.1	map04340
Cvig_XP_022329972.1	map04341
Cvig_XP_022329973.1	ko04340
Cvig_XP_022329973.1	ko04341
Cvig_XP_022329973.1	map04340
Cvig_XP_022329973.1	map04341
Cvig_XP_022329974.1	ko04340
Cvig_XP_022329974.1	ko04341
Cvig_XP_022329974.1	map04340
Cvig_XP_022329974.1	map04341
Cvig_XP_022329975.1	ko04340
Cvig_XP_022329975.1	ko04341
Cvig_XP_022329975.1	map04340
Cvig_XP_022329975.1	map04341
Cvig_XP_022329976.1	ko04340
Cvig_XP_022329976.1	ko04341
Cvig_XP_022329976.1	map04340
Cvig_XP_022329976.1	map04341
Cvig_XP_022329977.1	ko04340
Cvig_XP_022329977.1	ko04341
Cvig_XP_022329977.1	map04340
Cvig_XP_022329977.1	map04341
Cvig_XP_022329979.1	ko04340
Cvig_XP_022329979.1	ko04341
Cvig_XP_022329979.1	map04340
Cvig_XP_022329979.1	map04341
Cvig_XP_022329980.1	ko04340
Cvig_XP_022329980.1	ko04341
Cvig_XP_022329980.1	map04340
Cvig_XP_022329980.1	map04341
Cvig_XP_022329981.1	ko04340
Cvig_XP_022329981.1	ko04341
Cvig_XP_022329981.1	map04340
Cvig_XP_022329981.1	map04341
Cvig_XP_022329982.1	ko04340
Cvig_XP_022329982.1	ko04341
Cvig_XP_022329982.1	map04340
Cvig_XP_022329982.1	map04341
Cvig_XP_022329983.1	ko04340
Cvig_XP_022329983.1	ko04341
Cvig_XP_022329983.1	map04340
Cvig_XP_022329983.1	map04341
Cvig_XP_022329984.1	ko04340
Cvig_XP_022329984.1	ko04341
Cvig_XP_022329984.1	map04340
Cvig_XP_022329984.1	map04341
Cvig_XP_022329985.1	ko04340
Cvig_XP_022329985.1	ko04341
Cvig_XP_022329985.1	map04340
Cvig_XP_022329985.1	map04341
Cvig_XP_022329986.1	ko04340
Cvig_XP_022329986.1	ko04341
Cvig_XP_022329986.1	map04340
Cvig_XP_022329986.1	map04341
Cvig_XP_022329987.1	ko04340
Cvig_XP_022329987.1	ko04341
Cvig_XP_022329987.1	map04340
Cvig_XP_022329987.1	map04341
Cvig_XP_022329988.1	ko04340
Cvig_XP_022329988.1	ko04341
Cvig_XP_022329988.1	map04340
Cvig_XP_022329988.1	map04341
Cvig_XP_022329989.1	ko04340
Cvig_XP_022329989.1	ko04341
Cvig_XP_022329989.1	map04340
Cvig_XP_022329989.1	map04341
Cvig_XP_022329990.1	ko04340
Cvig_XP_022329990.1	ko04341
Cvig_XP_022329990.1	map04340
Cvig_XP_022329990.1	map04341
Cvig_XP_022329991.1	ko04340
Cvig_XP_022329991.1	ko04341
Cvig_XP_022329991.1	map04340
Cvig_XP_022329991.1	map04341
Cvig_XP_022329992.1	ko00230
Cvig_XP_022329992.1	ko01100
Cvig_XP_022329992.1	ko05340
Cvig_XP_022329992.1	map00230
Cvig_XP_022329992.1	map01100
Cvig_XP_022329992.1	map05340
Cvig_XP_022329994.1	ko04120
Cvig_XP_022329994.1	map04120
Cvig_XP_022329995.1	ko04120
Cvig_XP_022329995.1	map04120
Cvig_XP_022330002.1	ko04010
Cvig_XP_022330002.1	ko04011
Cvig_XP_022330002.1	ko04014
Cvig_XP_022330002.1	ko04015
Cvig_XP_022330002.1	ko04062
Cvig_XP_022330002.1	ko04144
Cvig_XP_022330002.1	ko04360
Cvig_XP_022330002.1	ko04370
Cvig_XP_022330002.1	ko04510
Cvig_XP_022330002.1	ko04520
Cvig_XP_022330002.1	ko04530
Cvig_XP_022330002.1	ko04660
Cvig_XP_022330002.1	ko04666
Cvig_XP_022330002.1	ko04670
Cvig_XP_022330002.1	ko04722
Cvig_XP_022330002.1	ko04810
Cvig_XP_022330002.1	ko04912
Cvig_XP_022330002.1	ko04932
Cvig_XP_022330002.1	ko04933
Cvig_XP_022330002.1	ko05100
Cvig_XP_022330002.1	ko05120
Cvig_XP_022330002.1	ko05130
Cvig_XP_022330002.1	ko05131
Cvig_XP_022330002.1	ko05132
Cvig_XP_022330002.1	ko05165
Cvig_XP_022330002.1	ko05200
Cvig_XP_022330002.1	ko05203
Cvig_XP_022330002.1	ko05205
Cvig_XP_022330002.1	ko05211
Cvig_XP_022330002.1	ko05212
Cvig_XP_022330002.1	map04010
Cvig_XP_022330002.1	map04011
Cvig_XP_022330002.1	map04014
Cvig_XP_022330002.1	map04015
Cvig_XP_022330002.1	map04062
Cvig_XP_022330002.1	map04144
Cvig_XP_022330002.1	map04360
Cvig_XP_022330002.1	map04370
Cvig_XP_022330002.1	map04510
Cvig_XP_022330002.1	map04520
Cvig_XP_022330002.1	map04530
Cvig_XP_022330002.1	map04660
Cvig_XP_022330002.1	map04666
Cvig_XP_022330002.1	map04670
Cvig_XP_022330002.1	map04722
Cvig_XP_022330002.1	map04810
Cvig_XP_022330002.1	map04912
Cvig_XP_022330002.1	map04932
Cvig_XP_022330002.1	map04933
Cvig_XP_022330002.1	map05100
Cvig_XP_022330002.1	map05120
Cvig_XP_022330002.1	map05130
Cvig_XP_022330002.1	map05131
Cvig_XP_022330002.1	map05132
Cvig_XP_022330002.1	map05165
Cvig_XP_022330002.1	map05200
Cvig_XP_022330002.1	map05203
Cvig_XP_022330002.1	map05205
Cvig_XP_022330002.1	map05211
Cvig_XP_022330002.1	map05212
Cvig_XP_022330015.1	ko04064
Cvig_XP_022330015.1	ko04214
Cvig_XP_022330015.1	ko04620
Cvig_XP_022330015.1	ko04621
Cvig_XP_022330015.1	ko04622
Cvig_XP_022330015.1	ko04657
Cvig_XP_022330015.1	ko04668
Cvig_XP_022330015.1	ko05160
Cvig_XP_022330015.1	ko05165
Cvig_XP_022330015.1	ko05167
Cvig_XP_022330015.1	ko05168
Cvig_XP_022330015.1	ko05169
Cvig_XP_022330015.1	ko05200
Cvig_XP_022330015.1	ko05203
Cvig_XP_022330015.1	ko05222
Cvig_XP_022330015.1	map04064
Cvig_XP_022330015.1	map04214
Cvig_XP_022330015.1	map04620
Cvig_XP_022330015.1	map04621
Cvig_XP_022330015.1	map04622
Cvig_XP_022330015.1	map04657
Cvig_XP_022330015.1	map04668
Cvig_XP_022330015.1	map05160
Cvig_XP_022330015.1	map05165
Cvig_XP_022330015.1	map05167
Cvig_XP_022330015.1	map05168
Cvig_XP_022330015.1	map05169
Cvig_XP_022330015.1	map05200
Cvig_XP_022330015.1	map05203
Cvig_XP_022330015.1	map05222
Cvig_XP_022330016.1	ko04064
Cvig_XP_022330016.1	ko04214
Cvig_XP_022330016.1	ko04620
Cvig_XP_022330016.1	ko04621
Cvig_XP_022330016.1	ko04622
Cvig_XP_022330016.1	ko04657
Cvig_XP_022330016.1	ko04668
Cvig_XP_022330016.1	ko05160
Cvig_XP_022330016.1	ko05165
Cvig_XP_022330016.1	ko05167
Cvig_XP_022330016.1	ko05168
Cvig_XP_022330016.1	ko05169
Cvig_XP_022330016.1	ko05200
Cvig_XP_022330016.1	ko05203
Cvig_XP_022330016.1	ko05222
Cvig_XP_022330016.1	map04064
Cvig_XP_022330016.1	map04214
Cvig_XP_022330016.1	map04620
Cvig_XP_022330016.1	map04621
Cvig_XP_022330016.1	map04622
Cvig_XP_022330016.1	map04657
Cvig_XP_022330016.1	map04668
Cvig_XP_022330016.1	map05160
Cvig_XP_022330016.1	map05165
Cvig_XP_022330016.1	map05167
Cvig_XP_022330016.1	map05168
Cvig_XP_022330016.1	map05169
Cvig_XP_022330016.1	map05200
Cvig_XP_022330016.1	map05203
Cvig_XP_022330016.1	map05222
Cvig_XP_022330017.1	ko04010
Cvig_XP_022330017.1	ko04011
Cvig_XP_022330017.1	ko04014
Cvig_XP_022330017.1	ko04015
Cvig_XP_022330017.1	ko04062
Cvig_XP_022330017.1	ko04144
Cvig_XP_022330017.1	ko04360
Cvig_XP_022330017.1	ko04370
Cvig_XP_022330017.1	ko04510
Cvig_XP_022330017.1	ko04520
Cvig_XP_022330017.1	ko04530
Cvig_XP_022330017.1	ko04660
Cvig_XP_022330017.1	ko04666
Cvig_XP_022330017.1	ko04670
Cvig_XP_022330017.1	ko04722
Cvig_XP_022330017.1	ko04810
Cvig_XP_022330017.1	ko04912
Cvig_XP_022330017.1	ko04932
Cvig_XP_022330017.1	ko04933
Cvig_XP_022330017.1	ko05100
Cvig_XP_022330017.1	ko05120
Cvig_XP_022330017.1	ko05130
Cvig_XP_022330017.1	ko05131
Cvig_XP_022330017.1	ko05132
Cvig_XP_022330017.1	ko05165
Cvig_XP_022330017.1	ko05200
Cvig_XP_022330017.1	ko05203
Cvig_XP_022330017.1	ko05205
Cvig_XP_022330017.1	ko05211
Cvig_XP_022330017.1	ko05212
Cvig_XP_022330017.1	map04010
Cvig_XP_022330017.1	map04011
Cvig_XP_022330017.1	map04014
Cvig_XP_022330017.1	map04015
Cvig_XP_022330017.1	map04062
Cvig_XP_022330017.1	map04144
Cvig_XP_022330017.1	map04360
Cvig_XP_022330017.1	map04370
Cvig_XP_022330017.1	map04510
Cvig_XP_022330017.1	map04520
Cvig_XP_022330017.1	map04530
Cvig_XP_022330017.1	map04660
Cvig_XP_022330017.1	map04666
Cvig_XP_022330017.1	map04670
Cvig_XP_022330017.1	map04722
Cvig_XP_022330017.1	map04810
Cvig_XP_022330017.1	map04912
Cvig_XP_022330017.1	map04932
Cvig_XP_022330017.1	map04933
Cvig_XP_022330017.1	map05100
Cvig_XP_022330017.1	map05120
Cvig_XP_022330017.1	map05130
Cvig_XP_022330017.1	map05131
Cvig_XP_022330017.1	map05132
Cvig_XP_022330017.1	map05165
Cvig_XP_022330017.1	map05200
Cvig_XP_022330017.1	map05203
Cvig_XP_022330017.1	map05205
Cvig_XP_022330017.1	map05211
Cvig_XP_022330017.1	map05212
Cvig_XP_022330052.1	ko04145
Cvig_XP_022330052.1	ko04151
Cvig_XP_022330052.1	ko04510
Cvig_XP_022330052.1	ko04512
Cvig_XP_022330052.1	ko05144
Cvig_XP_022330052.1	ko05165
Cvig_XP_022330052.1	map04145
Cvig_XP_022330052.1	map04151
Cvig_XP_022330052.1	map04510
Cvig_XP_022330052.1	map04512
Cvig_XP_022330052.1	map05144
Cvig_XP_022330052.1	map05165
Cvig_XP_022330055.1	ko00520
Cvig_XP_022330055.1	map00520
Cvig_XP_022330056.1	ko00970
Cvig_XP_022330056.1	map00970
Cvig_XP_022330063.1	ko03410
Cvig_XP_022330063.1	map03410
Cvig_XP_022330071.1	ko00260
Cvig_XP_022330071.1	ko00310
Cvig_XP_022330071.1	ko01100
Cvig_XP_022330071.1	ko04146
Cvig_XP_022330071.1	map00260
Cvig_XP_022330071.1	map00310
Cvig_XP_022330071.1	map01100
Cvig_XP_022330071.1	map04146
Cvig_XP_022330073.1	ko00120
Cvig_XP_022330073.1	map00120
Cvig_XP_022330080.1	ko04013
Cvig_XP_022330080.1	ko04624
Cvig_XP_022330080.1	map04013
Cvig_XP_022330080.1	map04624
Cvig_XP_022330085.1	ko04927
Cvig_XP_022330085.1	ko04934
Cvig_XP_022330085.1	ko04971
Cvig_XP_022330085.1	map04927
Cvig_XP_022330085.1	map04934
Cvig_XP_022330085.1	map04971
Cvig_XP_022330086.1	ko04013
Cvig_XP_022330086.1	ko04624
Cvig_XP_022330086.1	map04013
Cvig_XP_022330086.1	map04624
Cvig_XP_022330096.1	ko03010
Cvig_XP_022330096.1	map03010
Cvig_XP_022330099.1	ko04918
Cvig_XP_022330099.1	map04918
Cvig_XP_022330107.1	ko04918
Cvig_XP_022330107.1	map04918
Cvig_XP_022330130.1	ko04360
Cvig_XP_022330130.1	ko04666
Cvig_XP_022330130.1	ko04810
Cvig_XP_022330130.1	ko05133
Cvig_XP_022330130.1	map04360
Cvig_XP_022330130.1	map04666
Cvig_XP_022330130.1	map04810
Cvig_XP_022330130.1	map05133
Cvig_XP_022330141.1	ko04144
Cvig_XP_022330141.1	map04144
Cvig_XP_022330158.1	ko00020
Cvig_XP_022330158.1	ko00620
Cvig_XP_022330158.1	ko00720
Cvig_XP_022330158.1	ko01100
Cvig_XP_022330158.1	ko01120
Cvig_XP_022330158.1	ko01200
Cvig_XP_022330158.1	ko01230
Cvig_XP_022330158.1	map00020
Cvig_XP_022330158.1	map00620
Cvig_XP_022330158.1	map00720
Cvig_XP_022330158.1	map01100
Cvig_XP_022330158.1	map01120
